id_x,department_code,municipal_code,latitude_municipal,longitude_municipal,id_y,latitude_departament,longitude_department
548,25,772,5.122728461,-73.82427313,25,4.771120716,-74.43111092
549,25,777,5.061692703,-74.23138328,25,4.771120716,-74.43111092
550,25,779,5.440092358,-73.82392529,25,4.771120716,-74.43111092
551,25,781,5.242909347,-73.85540343,25,4.771120716,-74.43111092
552,25,785,4.951520046,-74.08449648,25,4.771120716,-74.43111092
553,25,793,5.170527212,-73.95819594,25,4.771120716,-74.43111092
554,25,797,4.666608192,-74.36764956,25,4.771120716,-74.43111092
555,25,799,4.838548601,-74.14680287,25,4.771120716,-74.43111092
556,25,805,4.321357899,-74.48667274,25,4.771120716,-74.43111092
557,25,807,5.084102682,-73.51362546,25,4.771120716,-74.43111092
558,25,815,4.452072974,-74.64864406,25,4.771120716,-74.43111092
559,25,817,4.968852913,-73.92887021,25,4.771120716,-74.43111092
560,25,823,5.355688386,-74.28963994,25,4.771120716,-74.43111092
561,25,839,4.803805182,-73.47654604,25,4.771120716,-74.43111092
562,25,841,4.500754182,-73.97564545,25,4.771120716,-74.43111092
563,25,843,5.316080652,-73.82010566,25,4.771120716,-74.43111092
564,25,845,4.244611163,-74.11187304,25,4.771120716,-74.43111092
565,25,851,5.192795708,-74.47780003,25,4.771120716,-74.43111092
566,25,862,5.131267542,-74.30979229,25,4.771120716,-74.43111092
567,25,867,4.914040619,-74.54936655,25,4.771120716,-74.43111092
568,25,871,5.270694636,-74.19074375,25,4.771120716,-74.43111092
569,25,873,5.227298709,-73.57725921,25,4.771120716,-74.43111092
570,25,875,5.011670402,-74.48764746,25,4.771120716,-74.43111092
571,25,878,4.436054105,-74.48543339,25,4.771120716,-74.43111092
572,25,885,5.591910157,-74.36480865,25,4.771120716,-74.43111092
573,25,898,4.75432173,-74.38673444,25,4.771120716,-74.43111092
574,25,899,5.06631685,-74.04960323,25,4.771120716,-74.43111092
575,27,1,5.7543229,-76.65015147,27,5.397581542,-76.942811
576,27,6,8.383938499,-77.26560256,27,5.397581542,-76.942811
577,27,25,5.636740989,-77.0842154,27,5.397581542,-76.942811
578,27,50,5.525825084,-76.65064357,27,5.397581542,-76.942811
579,27,73,5.503119772,-76.19796907,27,5.397581542,-76.942811
580,27,75,6.162762775,-77.41653534,27,5.397581542,-76.942811
581,27,77,4.492865435,-77.08271352,27,5.397581542,-76.942811
582,27,99,6.474666885,-77.09933025,27,5.397581542,-76.942811
583,27,135,5.359661967,-76.77255624,27,5.397581542,-76.942811
584,27,150,7.033646541,-76.97423016,27,5.397581542,-76.942811
585,27,160,5.389828229,-76.52264237,27,5.397581542,-76.942811
586,27,205,5.070586101,-76.50701751,27,5.397581542,-76.942811
587,27,245,5.810938364,-76.19189442,27,5.397581542,-76.942811
588,27,250,4.272940191,-76.98785828,27,5.397581542,-76.942811
589,27,361,4.586818665,-77.00090737,27,5.397581542,-76.942811
590,27,372,7.103338868,-77.67973662,27,5.397581542,-76.942811
591,27,413,5.585101179,-76.38544449,27,5.397581542,-76.942811
592,27,425,6.033880098,-76.6734697,27,5.397581542,-76.942811
593,27,430,5.110392243,-76.99593075,27,5.397581542,-76.942811
594,27,450,4.621182739,-76.80861843,27,5.397581542,-76.942811
595,27,491,4.853386627,-76.61823669,27,5.397581542,-76.942811
596,27,493,7.439023,-76.844188,27,5.397581542,-76.942811
597,27,495,5.591359844,-77.33057439,27,5.397581542,-76.942811
598,27,580,5.190995015,-76.41996151,27,5.397581542,-76.942811
599,27,600,5.567533337,-76.81157084,27,5.397581542,-76.942811
600,27,615,7.375606,-77.35636,27,5.397581542,-76.942811
601,27,660,4.958741345,-76.28002361,27,5.397581542,-76.942811
602,27,745,4.594415157,-76.54194459,27,5.397581542,-76.942811
603,27,787,5.26610158,-76.33109547,27,5.397581542,-76.942811
604,27,800,8.117281079,-77.10372723,27,5.397581542,-76.942811
605,27,810,5.281599258,-76.61962746,27,5.397581542,-76.942811
606,41,1,2.993360046,-75.27236232,41,2.570143029,-75.58434836
607,41,6,1.709114446,-75.99664184,41,2.570143029,-75.58434836
608,41,13,2.26975042,-75.71632236,41,2.570143029,-75.58434836
609,41,16,3.243441923,-75.27670655,41,2.570143029,-75.58434836
610,41,20,2.49785068,-75.29134946,41,2.570143029,-75.58434836
611,41,26,2.07922808,-75.76858288,41,2.570143029,-75.58434836
612,41,78,3.135423634,-74.95797796,41,2.570143029,-75.58434836
613,41,132,2.658666675,-75.32943803,41,2.570143029,-75.58434836
614,41,206,3.262763564,-74.78516117,41,2.570143029,-75.58434836
615,41,244,2.022053305,-75.94430521,41,2.570143029,-75.58434836
616,41,298,2.172441496,-75.57131243,41,2.570143029,-75.58434836
617,41,306,2.371781539,-75.51699754,41,2.570143029,-75.58434836
618,41,319,1.984394016,-75.69693549,41,2.570143029,-75.58434836
619,41,349,2.541654161,-75.44781083,41,2.570143029,-75.58434836
620,41,357,2.691517773,-75.67383141,41,2.570143029,-75.58434836
621,41,359,1.945591321,-76.18204722,41,2.570143029,-75.58434836
622,41,378,2.156287619,-76.00679451,41,2.570143029,-75.58434836
623,41,396,2.328076586,-76.00117299,41,2.570143029,-75.58434836
624,41,483,2.576066285,-75.78693757,41,2.570143029,-75.58434836
625,41,503,2.061191362,-76.04110289,41,2.570143029,-75.58434836
626,41,518,2.40689827,-75.72803027,41,2.570143029,-75.58434836
627,41,524,2.914491967,-75.44066118,41,2.570143029,-75.58434836
628,41,530,1.68458076,-76.1478559,41,2.570143029,-75.58434836
629,41,548,2.259601773,-75.8319516,41,2.570143029,-75.58434836
630,41,551,1.848217185,-76.05217643,41,2.570143029,-75.58434836
631,41,615,2.79286115,-75.23536868,41,2.570143029,-75.58434836
632,41,660,2.100382849,-76.22897871,41,2.570143029,-75.58434836
633,41,668,1.924165493,-76.4165655,41,2.570143029,-75.58434836
634,41,676,2.926265937,-75.63359786,41,2.570143029,-75.58434836
635,41,770,1.870992095,-75.80798471,41,2.570143029,-75.58434836
636,41,791,2.130280544,-75.87534845,41,2.570143029,-75.58434836
637,41,797,2.526855132,-75.68259642,41,2.570143029,-75.58434836
638,41,799,3.030611777,-75.08536553,41,2.570143029,-75.58434836
639,41,801,2.851852692,-75.75988934,41,2.570143029,-75.58434836
640,41,807,1.950715226,-75.91757649,41,2.570143029,-75.58434836
641,41,872,3.287057875,-75.13838292,41,2.570143029,-75.58434836
642,41,885,2.646563339,-75.51592645,41,2.570143029,-75.58434836
643,44,1,11.24297214,-72.95876315,44,11.47687008,-72.42951072
644,44,35,11.22869049,-72.53209657,44,11.47687008,-72.42951072
645,44,78,10.94871677,-72.69696879,44,11.47687008,-72.42951072
646,44,90,11.09029715,-73.43568788,44,11.47687008,-72.42951072
647,44,98,10.92505107,-72.94444027,44,11.47687008,-72.42951072
648,44,110,10.63669646,-72.8858431,44,11.47687008,-72.42951072
649,44,279,10.8283716,-72.8018178,44,11.47687008,-72.42951072
650,44,378,11.09905582,-72.73842427,44,11.47687008,-72.42951072
651,44,420,10.4580941,-73.07209193,44,11.47687008,-72.42951072
652,44,430,11.38157764,-72.29500818,44,11.47687008,-72.42951072
653,44,560,11.60554263,-72.57160392,44,11.47687008,-72.42951072
654,44,650,10.81311496,-73.08659986,44,11.47687008,-72.42951072
655,44,847,11.99971986,-71.74882662,44,11.47687008,-72.42951072
656,44,855,10.4947021,-72.98623991,44,11.47687008,-72.42951072
657,44,874,10.58364755,-72.97520286,44,11.47687008,-72.42951072
658,47,1,11.12189436,-73.88527855,47,10.24738355,-74.26175733
659,47,30,10.25356475,-74.10323027,47,10.24738355,-74.26175733
660,47,53,10.64490877,-73.87972257,47,10.24738355,-74.26175733
661,47,58,9.834264955,-74.08460085,47,10.24738355,-74.26175733
662,47,161,10.3132933,-74.80834413,47,10.24738355,-74.26175733
663,47,170,10.09951961,-74.52606667,47,10.24738355,-74.26175733
664,47,189,10.85754552,-74.02500493,47,10.24738355,-74.26175733
665,47,205,10.23284801,-74.77810175,47,10.24738355,-74.26175733
666,47,245,9.114930635,-73.98105491,47,10.24738355,-74.26175733
667,47,258,10.34310988,-74.67817756,47,10.24738355,-74.26175733
668,47,268,10.65961696,-74.3251597,47,10.24738355,-74.26175733
669,47,288,10.45937818,-73.88406518,47,10.24738355,-74.26175733
670,47,318,9.248004673,-74.13968085,47,10.24738355,-74.26175733
671,47,460,9.735998134,-74.32840222,47,10.24738355,-74.26175733
672,47,541,10.15429546,-74.83178091,47,10.24738355,-74.26175733
673,47,545,9.530748654,-74.1447657,47,10.24738355,-74.26175733
674,47,551,10.43303399,-74.41251197,47,10.24738355,-74.26175733
675,47,555,9.76945611,-74.60181576,47,10.24738355,-74.26175733
676,47,570,10.84758901,-74.36057942,47,10.24738355,-74.26175733
677,47,605,10.64860351,-74.58106823,47,10.24738355,-74.26175733
678,47,660,10.10533028,-74.2644392,47,10.24738355,-74.26175733
679,47,675,10.51538178,-74.72296972,47,10.24738355,-74.26175733
680,47,692,9.380680272,-74.19797988,47,10.24738355,-74.26175733
681,47,703,9.306869548,-74.35851644,47,10.24738355,-74.26175733
682,47,707,9.503097215,-74.44419381,47,10.24738355,-74.26175733
683,47,720,9.484388135,-74.66521178,47,10.24738355,-74.26175733
684,47,745,10.89027616,-74.62966038,47,10.24738355,-74.26175733
685,47,798,9.924701267,-74.73263001,47,10.24738355,-74.26175733
686,47,960,10.11779893,-74.69115456,47,10.24738355,-74.26175733
687,47,980,10.79634658,-74.17798317,47,10.24738355,-74.26175733
688,50,1,4.09166877,-73.49291595,50,3.345562732,-72.95645988
689,50,6,3.943383008,-73.57135162,50,3.345562732,-72.95645988
690,50,110,4.519076127,-72.99548981,50,3.345562732,-72.95645988
691,50,124,4.315244759,-72.95268896,50,3.345562732,-72.95645988
692,50,150,3.805154089,-73.53886668,50,3.345562732,-72.95645988
693,50,223,3.834631516,-74.06232494,50,3.345562732,-72.95645988
694,50,226,4.232526389,-73.31477539,50,3.345562732,-72.95645988
695,50,245,4.353769888,-73.71441684,50,3.345562732,-72.95645988
696,50,251,3.60282633,-73.89445238,50,3.345562732,-72.95645988
697,50,270,3.706969785,-73.83161892,50,3.345562732,-72.95645988
698,50,287,3.382370124,-73.59625429,50,3.345562732,-72.95645988
699,50,313,3.441051399,-73.7611547,50,3.345562732,-72.95645988
700,50,318,3.947775585,-73.95983864,50,3.345562732,-72.95645988
701,50,325,3.117523361,-71.93805692,50,3.345562732,-72.95645988
702,50,330,3.154771201,-74.12454824,50,3.345562732,-72.95645988
703,50,350,2.161863917,-74.09488076,50,3.345562732,-72.95645988
704,50,370,3.047726858,-74.43066134,50,3.345562732,-72.95645988
705,50,400,3.614714873,-74.09628467,50,3.345562732,-72.95645988
706,50,450,2.752260112,-72.7210941,50,3.345562732,-72.95645988
707,50,568,4.005034467,-71.63157429,50,3.345562732,-72.95645988
708,50,573,4.014298921,-72.64570499,50,3.345562732,-72.95645988
709,50,577,3.193092925,-73.23671436,50,3.345562732,-72.95645988
710,50,590,2.758083657,-73.13780171,50,3.345562732,-72.95645988
711,50,606,4.204310977,-73.50226037,50,3.345562732,-72.95645988
712,50,680,3.84761678,-73.27583401,50,3.345562732,-72.95645988
713,50,683,3.289851171,-73.81635243,50,3.345562732,-72.95645988
714,50,686,4.471346322,-73.66041355,50,3.345562732,-72.95645988
715,50,689,3.515860962,-72.65672742,50,3.345562732,-72.95645988
716,50,711,2.811616698,-73.66652234,50,3.345562732,-72.95645988
717,52,1,1.083605497,-77.20610074,52,1.571094987,-77.87020496
718,52,19,1.469854084,-77.06880947,52,1.571094987,-77.87020496
719,52,22,0.913431916,-77.69538731,52,1.571094987,-77.87020496
720,52,36,1.245254077,-77.53115777,52,1.571094987,-77.87020496
721,52,51,1.480051172,-77.12985001,52,1.571094987,-77.87020496
722,52,79,1.44563774,-78.15621072,52,1.571094987,-77.87020496
723,52,83,1.593645287,-77.01999366,52,1.571094987,-77.87020496
724,52,110,1.315215636,-77.1163664,52,1.571094987,-77.87020496
725,52,203,1.636334379,-77.0473156,52,1.571094987,-77.87020496
726,52,207,1.209066732,-77.44063921,52,1.571094987,-77.87020496
727,52,210,0.932667458,-77.52808731,52,1.571094987,-77.87020496
728,52,215,0.78274688,-77.36805903,52,1.571094987,-77.87020496
729,52,224,0.875426999,-77.73591601,52,1.571094987,-77.87020496
730,52,227,0.944223274,-77.95958446,52,1.571094987,-77.87020496
731,52,233,1.72559011,-77.59281637,52,1.571094987,-77.87020496
732,52,240,1.386497844,-77.26969022,52,1.571094987,-77.87020496
733,52,250,2.216382295,-77.99533234,52,1.571094987,-77.87020496
734,52,254,1.512283967,-77.43050934,52,1.571094987,-77.87020496
735,52,256,1.887689437,-77.48319589,52,1.571094987,-77.87020496
736,52,258,1.409430207,-76.98526959,52,1.571094987,-77.87020496
737,52,260,1.43026376,-77.38311597,52,1.571094987,-77.87020496
738,52,287,0.957786429,-77.39532781,52,1.571094987,-77.87020496
739,52,317,0.975037904,-77.73758941,52,1.571094987,-77.87020496
740,52,320,1.151366658,-77.53011336,52,1.571094987,-77.87020496
741,52,323,0.928642623,-77.58261883,52,1.571094987,-77.87020496
742,52,352,0.980534037,-77.5186573,52,1.571094987,-77.87020496
743,52,354,1.07287697,-77.50150864,52,1.571094987,-77.87020496
744,52,356,0.497708465,-77.24047625,52,1.571094987,-77.87020496
745,52,378,1.584175998,-76.92335262,52,1.571094987,-77.87020496
746,52,381,1.338034371,-77.42293041,52,1.571094987,-77.87020496
747,52,385,1.541847847,-77.61781608,52,1.571094987,-77.87020496
748,52,390,2.56027333,-78.23506694,52,1.571094987,-77.87020496
749,52,399,1.619697376,-77.14284622,52,1.571094987,-77.87020496
750,52,405,1.900862361,-77.31220073,52,1.571094987,-77.87020496
751,52,411,1.395173084,-77.52093774,52,1.571094987,-77.87020496
752,52,418,1.672601269,-77.71054449,52,1.571094987,-77.87020496
753,52,427,1.906858429,-78.04473644,52,1.571094987,-77.87020496
754,52,435,1.155947016,-77.84664646,52,1.571094987,-77.87020496
755,52,473,2.442493698,-78.438827,52,1.571094987,-77.87020496
756,52,480,1.286775273,-77.35220367,52,1.571094987,-77.87020496
757,52,490,2.287856547,-78.31219024,52,1.571094987,-77.87020496
758,52,506,1.029815854,-77.55234944,52,1.571094987,-77.87020496
759,52,520,2.088531925,-78.59193099,52,1.571094987,-77.87020496
760,52,540,1.735354202,-77.48134359,52,1.571094987,-77.87020496
761,52,560,0.785841088,-77.52870407,52,1.571094987,-77.87020496
762,52,565,1.232864821,-77.59844212,52,1.571094987,-77.87020496
763,52,573,0.854351651,-77.35032523,52,1.571094987,-77.87020496
764,52,585,0.916769831,-77.63336954,52,1.571094987,-77.87020496
765,52,612,1.147671848,-78.05811118,52,1.571094987,-77.87020496
766,52,621,1.897581156,-78.3811163,52,1.571094987,-77.87020496
767,52,678,1.430555262,-77.69179559,52,1.571094987,-77.87020496
768,52,683,1.288105409,-77.45670068,52,1.571094987,-77.87020496
769,52,685,1.529782485,-77.02070663,52,1.571094987,-77.87020496
770,52,687,1.542139582,-77.21872693,52,1.571094987,-77.87020496
771,52,693,1.681576627,-76.97527979,52,1.571094987,-77.87020496
772,52,694,1.536823494,-77.10140325,52,1.571094987,-77.87020496
773,52,696,2.494420411,-77.98256461,52,1.571094987,-77.87020496
774,52,699,1.285179376,-77.7445744,52,1.571094987,-77.87020496
775,52,720,1.045287475,-77.71810954,52,1.571094987,-77.87020496
776,52,786,1.591661392,-77.32525316,52,1.571094987,-77.87020496
777,52,788,1.064078111,-77.35063491,52,1.571094987,-77.87020496
778,52,835,1.574550638,-78.61540963,52,1.571094987,-77.87020496
779,52,838,1.134440523,-77.63073238,52,1.571094987,-77.87020496
780,52,885,1.125547916,-77.42467569,52,1.571094987,-77.87020496
781,54,1,8.112041811,-72.48862641,54,8.09513751,-72.88188297
782,54,3,8.019834481,-73.15850485,54,8.09513751,-72.88188297
783,54,51,7.586048164,-72.91705315,54,8.09513751,-72.88188297
784,54,99,7.608509339,-72.65951909,54,8.09513751,-72.88188297
785,54,109,8.079802239,-72.92919926,54,8.09513751,-72.88188297
786,54,125,7.270560088,-72.65212153,54,8.09513751,-72.88188297
787,54,128,7.684188896,-73.12939481,54,8.09513751,-72.88188297
788,54,172,7.583353136,-72.58390978,54,8.09513751,-72.88188297
789,54,174,7.05161677,-72.52544746,54,8.09513751,-72.88188297
790,54,206,8.873159895,-73.20007769,54,8.09513751,-72.88188297
791,54,223,7.502182366,-72.79703447,54,8.09513751,-72.88188297
792,54,239,7.746993206,-72.67208072,54,8.09513751,-72.88188297
793,54,245,8.867990035,-73.34585922,54,8.09513751,-72.88188297
794,54,250,8.678263671,-73.0317597,54,8.09513751,-72.88188297
795,54,261,8.081200092,-72.63152118,54,8.09513751,-72.88188297
796,54,313,7.906522991,-72.80705582,54,8.09513751,-72.88188297
797,54,344,8.361831987,-73.0782633,54,8.09513751,-72.88188297
798,54,347,7.493955781,-72.49269998,54,8.09513751,-72.88188297
799,54,377,7.218372474,-72.48281514,54,8.09513751,-72.88188297
800,54,385,7.695233593,-73.36139672,54,8.09513751,-72.88188297
801,54,398,8.256757875,-73.18789327,54,8.09513751,-72.88188297
802,54,405,7.742291094,-72.52680784,54,8.09513751,-72.88188297
803,54,418,7.963712759,-72.8467029,54,8.09513751,-72.88188297
804,54,480,7.31694997,-72.76834584,54,8.09513751,-72.88188297
805,54,498,8.206637527,-73.33765033,54,8.09513751,-72.88188297
806,54,518,7.379057623,-72.67590348,54,8.09513751,-72.88188297
807,54,520,7.48287886,-72.63515401,54,8.09513751,-72.88188297
808,54,553,8.329138642,-72.41119066,54,8.09513751,-72.88188297
809,54,599,7.595355974,-72.50756622,54,8.09513751,-72.88188297
810,54,660,7.772747824,-72.86769959,54,8.09513751,-72.88188297
811,54,670,8.414441404,-73.2176038,54,8.09513751,-72.88188297
812,54,673,7.847872195,-72.60971203,54,8.09513751,-72.88188297
813,54,680,7.889234454,-72.7182541,54,8.09513751,-72.88188297
814,54,720,8.215080767,-72.79580961,54,8.09513751,-72.88188297
815,54,743,7.180991879,-72.78617884,54,8.09513751,-72.88188297
816,54,800,8.760013794,-73.15714097,54,8.09513751,-72.88188297
817,54,810,8.713507237,-72.79925855,54,8.09513751,-72.88188297
818,54,820,7.225864961,-72.30593418,54,8.09513751,-72.88188297
819,54,871,7.936293173,-72.98759418,54,8.09513751,-72.88188297
820,54,874,7.718635863,-72.48361176,54,8.09513751,-72.88188297
821,63,1,4.499501128,-75.72489985,63,4.455241567,-75.68962853
822,63,111,4.366632382,-75.74403734,63,4.455241567,-75.68962853
823,63,130,4.467879428,-75.65674719,63,4.455241567,-75.68962853
824,63,190,4.604845344,-75.66688449,63,4.455241567,-75.68962853
825,63,212,4.395975176,-75.65132308,63,4.455241567,-75.68962853
826,63,272,4.669325347,-75.67146941,63,4.455241567,-75.68962853
827,63,302,4.180107773,-75.76056695,63,4.455241567,-75.68962853
828,63,401,4.426884849,-75.81927335,63,4.455241567,-75.68962853
829,63,470,4.521890945,-75.81806594,63,4.455241567,-75.68962853
830,63,548,4.30397934,-75.68330417,63,4.455241567,-75.68962853
831,63,594,4.610273497,-75.79205087,63,4.455241567,-75.68962853
832,63,690,4.611314654,-75.53092112,63,4.455241567,-75.68962853
833,66,1,4.803662773,-75.79579093,66,5.240757239,-76.00244469
834,66,45,5.139635357,-75.95353871,66,5.240757239,-76.00244469
835,66,75,4.918349676,-75.94275386,66,5.240757239,-76.00244469
836,66,88,5.200398696,-75.86793893,66,5.240757239,-76.00244469
837,66,170,4.842021144,-75.66993655,66,5.240757239,-76.00244469
838,66,318,5.320295966,-75.80436659,66,5.240757239,-76.00244469
839,66,383,4.988127679,-76.00822678,66,5.240757239,-76.00244469
840,66,400,4.904704187,-75.85208162,66,5.240757239,-76.00244469
841,66,440,4.942936185,-75.7532139,66,5.240757239,-76.00244469
842,66,456,5.414078141,-75.96135387,66,5.240757239,-76.00244469
843,66,572,5.286295408,-76.07359421,66,5.240757239,-76.00244469
844,66,594,5.323906864,-75.71339683,66,5.240757239,-76.00244469
845,66,682,4.833789828,-75.54950174,66,5.240757239,-76.00244469
846,66,687,5.076100313,-76.02286946,66,5.240757239,-76.00244469
847,68,1,7.155833544,-73.11156997,68,6.693633184,-73.48600894
848,68,13,6.182208476,-73.53038541,68,6.693633184,-73.48600894
849,68,20,5.788190519,-73.79236929,68,6.693633184,-73.48600894
850,68,51,6.716766585,-73.01162697,68,6.693633184,-73.48600894
851,68,77,5.955617327,-73.62345229,68,6.693633184,-73.48600894
852,68,79,6.647062543,-73.21518466,68,6.693633184,-73.48600894
853,68,81,7.054074558,-73.78211646,68,6.693633184,-73.48600894
854,68,92,7.033255886,-73.37872388,68,6.693633184,-73.48600894
855,68,101,6.181715586,-73.92065703,68,6.693633184,-73.48600894
856,68,121,6.562543673,-73.25034892,68,6.693633184,-73.48600894
857,68,132,7.331565443,-72.95131825,68,6.693633184,-73.48600894
858,68,147,6.520200095,-72.67435203,68,6.693633184,-73.48600894
859,68,152,6.659675274,-72.56968434,68,6.693633184,-73.48600894
860,68,160,6.752465533,-72.92924629,68,6.693633184,-73.48600894
861,68,162,6.903923173,-72.64536324,68,6.693633184,-73.48600894
862,68,167,6.35099819,-73.06101382,68,6.693633184,-73.48600894
863,68,169,7.282973001,-72.97829057,68,6.693633184,-73.48600894
864,68,176,6.361627641,-73.40172144,68,6.693633184,-73.48600894
865,68,179,6.067944658,-73.63239132,68,6.693633184,-73.48600894
866,68,190,6.40972961,-74.17030427,68,6.693633184,-73.48600894
867,68,207,6.76062337,-72.61815735,68,6.693633184,-73.48600894
868,68,209,6.342314443,-73.25014013,68,6.693633184,-73.48600894
869,68,211,6.303116611,-73.50211527,68,6.693633184,-73.48600894
870,68,217,6.234735779,-72.98176803,68,6.693633184,-73.48600894
871,68,229,6.608966483,-73.05897888,68,6.693633184,-73.48600894
872,68,235,6.664260002,-73.56475288,68,6.693633184,-73.48600894
873,68,245,6.236115743,-73.4977605,68,6.693633184,-73.48600894
874,68,250,6.123389691,-74.00040397,68,6.693633184,-73.48600894
875,68,255,7.524284721,-73.18158192,68,6.693633184,-73.48600894
876,68,264,6.079061224,-73.06206665,68,6.693633184,-73.48600894
877,68,266,6.65824115,-72.68027939,68,6.693633184,-73.48600894
878,68,271,5.801106291,-73.95524931,68,6.693633184,-73.48600894
879,68,276,7.079704598,-73.0679925,68,6.693633184,-73.48600894
880,68,296,6.671810994,-73.32467124,68,6.693633184,-73.48600894
881,68,298,5.924383558,-73.31939934,68,6.693633184,-73.48600894
882,68,307,6.976734127,-73.205267,68,6.693633184,-73.48600894
883,68,318,6.9434341,-72.82369873,68,6.693633184,-73.48600894
884,68,320,6.233278248,-73.40977445,68,6.693633184,-73.48600894
885,68,322,6.319299865,-73.33115275,68,6.693633184,-73.48600894
886,68,324,5.944894844,-73.72173671,68,6.693633184,-73.48600894
887,68,327,6.04656148,-73.57847854,68,6.693633184,-73.48600894
888,68,344,6.559878299,-73.36178841,68,6.693633184,-73.48600894
889,68,368,5.872705896,-73.78997419,68,6.693633184,-73.48600894
890,68,370,6.710814846,-73.1211236,68,6.693633184,-73.48600894
891,68,377,5.895724341,-74.04676575,68,6.693633184,-73.48600894
892,68,385,6.385234814,-73.78760899,68,6.693633184,-73.48600894
893,68,397,6.21737437,-73.62977195,68,6.693633184,-73.48600894
894,68,406,7.204060063,-73.29138097,68,6.693633184,-73.48600894
895,68,418,6.812162934,-73.10785086,68,6.693633184,-73.48600894
896,68,425,6.513745303,-72.58536492,68,6.693633184,-73.48600894
897,68,432,6.720222349,-72.73841091,68,6.693633184,-73.48600894
898,68,444,7.348778319,-73.05438997,68,6.693633184,-73.48600894
899,68,464,6.492532315,-72.95834772,68,6.693633184,-73.48600894
900,68,468,6.643290559,-72.81916274,68,6.693633184,-73.48600894
901,68,498,6.355368858,-73.12211833,68,6.693633184,-73.48600894
902,68,500,6.225596216,-73.27961515,68,6.693633184,-73.48600894
903,68,502,6.335194548,-72.81205838,68,6.693633184,-73.48600894
904,68,522,6.525876964,-73.28247337,68,6.693633184,-73.48600894
905,68,524,6.391750107,-73.28273174,68,6.693633184,-73.48600894
906,68,533,6.416631131,-73.17148232,68,6.693633184,-73.48600894
907,68,547,6.97082104,-73.01481196,68,6.693633184,-73.48600894
908,68,549,6.513892626,-73.17570986,68,6.693633184,-73.48600894
909,68,572,5.831129906,-73.67841815,68,6.693633184,-73.48600894
910,68,573,6.685278856,-73.95761256,68,6.693633184,-73.48600894
911,68,575,7.398198257,-73.8354696,68,6.693633184,-73.48600894
912,68,615,7.474226085,-73.37246417,68,6.693633184,-73.48600894
913,68,655,7.4065422,-73.57131807,68,6.693633184,-73.48600894
914,68,669,6.796483063,-72.81613202,68,6.693633184,-73.48600894
915,68,673,6.076525355,-73.55295302,68,6.693633184,-73.48600894
916,68,679,6.550778765,-73.11887911,68,6.693633184,-73.48600894
917,68,682,6.459879823,-72.85471883,68,6.693633184,-73.48600894
918,68,684,6.629400185,-72.73976423,68,6.693633184,-73.48600894
919,68,686,6.568121541,-72.64322497,68,6.693633184,-73.48600894
920,68,689,6.894292346,-73.53900334,68,6.693633184,-73.48600894
921,68,705,6.988084711,-72.89608933,68,6.693633184,-73.48600894
922,68,720,6.40890734,-73.58206609,68,6.693633184,-73.48600894
923,68,745,6.494231551,-73.45910992,68,6.693633184,-73.48600894
924,68,755,6.462088241,-73.24436001,68,6.693633184,-73.48600894
925,68,770,6.101499739,-73.36225795,68,6.693633184,-73.48600894
926,68,773,5.983203734,-73.95936235,68,6.693633184,-73.48600894
927,68,780,7.475402063,-72.98779966,68,6.693633184,-73.48600894
928,68,820,7.170891099,-72.93970443,68,6.693633184,-73.48600894
929,68,855,6.434578919,-73.10997171,68,6.693633184,-73.48600894
930,68,861,6.00741043,-73.69057256,68,6.693633184,-73.48600894
931,68,867,7.322219563,-72.88156901,68,6.693633184,-73.48600894
932,68,872,6.685867326,-73.16396916,68,6.693633184,-73.48600894
933,68,895,6.813725566,-73.30975044,68,6.693633184,-73.48600894
934,70,1,9.316673928,-75.43174967,70,9.064941448,-75.10981755
935,70,110,9.314972282,-74.98014057,70,9.064941448,-75.10981755
936,70,124,8.792311599,-75.13191063,70,9.064941448,-75.10981755
937,70,204,9.494043427,-75.34528693,70,9.064941448,-75.10981755
938,70,215,9.160624283,-75.23858178,70,9.064941448,-75.10981755
939,70,221,9.394449802,-75.6574915,70,9.064941448,-75.10981755
940,70,230,9.569584598,-75.32420908,70,9.064941448,-75.10981755
941,70,233,9.036231591,-75.14575038,70,9.064941448,-75.10981755
942,70,235,9.135169096,-74.98134706,70,9.064941448,-75.10981755
943,70,265,8.337828523,-74.68734926,70,9.064941448,-75.10981755
944,70,400,8.811997799,-75.28322212,70,9.064941448,-75.10981755
945,70,418,9.422380117,-75.21302191,70,9.064941448,-75.10981755
946,70,429,8.546148134,-74.71037883,70,9.064941448,-75.10981755
947,70,473,9.392496685,-75.32718744,70,9.064941448,-75.10981755
948,70,508,9.549655271,-75.18855916,70,9.064941448,-75.10981755
949,70,523,9.334940293,-75.56199027,70,9.064941448,-75.10981755
950,70,670,9.165188649,-75.36027422,70,9.064941448,-75.10981755
951,70,678,8.835634919,-74.96469398,70,9.064941448,-75.10981755
952,70,702,9.292019071,-75.21363579,70,9.064941448,-75.10981755
953,70,708,8.589220102,-75.17249955,70,9.064941448,-75.10981755
954,70,713,9.814599536,-75.50522919,70,9.064941448,-75.10981755
955,70,717,9.396835638,-75.03741815,70,9.064941448,-75.10981755
956,70,742,9.256299047,-75.09397089,70,9.064941448,-75.10981755
957,70,771,8.814333477,-74.74753131,70,9.064941448,-75.10981755
958,70,820,9.533810567,-75.53543469,70,9.064941448,-75.10981755
